1,9,キーダウン,7537958907143603
1,9,キーアップ,7537958908129121
1,6,キーダウン,7537958911642583
1,6,キーアップ,7537958912743463
1,0,キーダウン,7537958919446895
1,0,キーアップ,7537958920318215
1,1,キーダウン,7537958929936704
1,1,キーアップ,7537958931239306
1,4,キーダウン,7537958934276894
1,4,キーアップ,7537958935324208
1,8,キーダウン,7537958938036895
1,8,キーアップ,7537958938957882
2,9,キーダウン,7537958950864807
2,9,キーアップ,7537958951798545
2,6,キーダウン,7537958954875258
2,6,キーアップ,7537958955800703
2,0,キーダウン,7537958963632956
2,0,キーアップ,7537958964499461
2,1,キーダウン,7537958968074437
2,1,キーアップ,7537958969382700
2,4,キーダウン,7537958972287822
2,4,キーアップ,7537958973606611
2,8,キーダウン,7537958975511380
2,8,キーアップ,7537958976364918
3,9,キーダウン,7537959039279122
3,9,キーアップ,7537959040095957
3,6,キーダウン,7537959044990588
3,6,キーアップ,7537959046041140
3,0,キーダウン,7537959051887674
3,0,キーアップ,7537959052718886
3,1,キーダウン,7537959056070750
3,1,キーアップ,7537959057331786
3,4,キーダウン,7537959060387957
3,4,キーアップ,7537959061588555
3,8,キーダウン,7537959063476889
3,8,キーアップ,7537959064184734
4,9,キーダウン,7537959082495806
4,9,キーアップ,7537959083208928
4,6,キーダウン,7537959086584541
4,6,キーアップ,7537959087542606
4,0,キーダウン,7537959092009988
4,0,キーアップ,7537959092890837
4,1,キーダウン,7537959095904160
4,1,キーアップ,7537959097222317
4,4,キーダウン,7537959100140484
4,4,キーアップ,7537959101242411
4,8,キーダウン,7537959104998494
4,8,キーアップ,7537959105930799
5,9,キーダウン,7537959122549079
5,9,キーアップ,7537959123367281
5,6,キーダウン,7537959132000462
5,6,キーアップ,7537959132982711
5,0,キーダウン,7537959137667049
5,0,キーアップ,7537959138481778
5,1,キーダウン,7537959141674678
5,1,キーアップ,7537959142947756
5,4,キーダウン,7537959146004202
5,4,キーアップ,7537959147212317
5,8,キーダウン,7537959151245499
5,8,キーアップ,7537959152128566
6,9,キーダウン,7537959164129533
6,9,キーアップ,7537959165063042
6,6,キーダウン,7537959168094032
6,6,キーアップ,7537959169050663
6,0,キーダウン,7537959175181779
6,0,キーアップ,7537959176002528
6,1,キーダウン,7537959180575770
6,1,キーアップ,7537959181733225
6,4,キーダウン,7537959185505176
6,4,キーアップ,7537959186872149
6,8,キーダウン,7537959187903267
6,8,キーアップ,7537959188722175
7,9,キーダウン,7537959201217022
7,9,キーアップ,7537959202208789
7,6,キーダウン,7537959205040762
7,6,キーアップ,7537959205968308
7,0,キーダウン,7537959211445911
7,0,キーアップ,7537959212260696
7,1,キーダウン,7537959217691950
7,1,キーアップ,7537959219012011
7,4,キーダウン,7537959226020836
7,4,キーアップ,7537959227118839
7,8,キーダウン,7537959228904765
7,8,キーアップ,7537959229725282
8,9,キーダウン,7537959241614200
8,9,キーアップ,7537959242488913
8,6,キーダウン,7537959251379880
8,6,キーアップ,7537959252260905
8,0,キーダウン,7537959258299662
8,0,キーアップ,7537959259013726
