1,6,キーダウン,7543249427815345
1,6,キーアップ,7543249429234638
1,3,キーダウン,7543249437861360
1,3,キーアップ,7543249439762199
1,1,キーダウン,7543249448804321
1,1,キーアップ,7543249450929684
1,2,キーダウン,7543249452899352
1,2,キーアップ,7543249455083547
1,1,キーダウン,7543249465144083
1,1,キーアップ,7543249467479488
1,5,キーダウン,7543249472248844
1,5,キーアップ,7543249473731115
2,6,キーダウン,7543249495452061
2,6,キーアップ,7543249496833269
2,3,キーダウン,7543249498133878
2,3,キーアップ,7543249499962200
2,1,キーダウン,7543249500816417
2,1,キーアップ,7543249502896586
2,2,キーダウン,7543249503705246
2,2,キーアップ,7543249505562532
2,1,キーダウン,7543249507127539
2,1,キーアップ,7543249509144328
2,5,キーダウン,7543249511395709
2,5,キーアップ,7543249512496838
3,6,キーダウン,7543249527059670
3,6,キーアップ,7543249528580152
3,3,キーダウン,7543249530482762
3,3,キーアップ,7543249532353719
3,1,キーダウン,7543249535747396
3,1,キーアップ,7543249537769827
3,2,キーダウン,7543249539354019
3,2,キーアップ,7543249541207442
3,1,キーダウン,7543249543087630
3,1,キーアップ,7543249545214216
3,5,キーダウン,7543249546084655
3,5,キーアップ,7543249547210625
4,6,キーダウン,7543249564157884
4,6,キーアップ,7543249565502572
4,3,キーダウン,7543249567528800
4,3,キーアップ,7543249569057082
4,1,キーダウン,7543249570278140
4,1,キーアップ,7543249572652499
4,2,キーダウン,7543249573751689
4,2,キーアップ,7543249575602414
4,1,キーダウン,7543249577552165
4,1,キーアップ,7543249580228580
4,5,キーダウン,7543249581827370
4,5,キーアップ,7543249583141109
5,6,キーダウン,7543249606878534
5,6,キーアップ,7543249608527686
5,3,キーダウン,7543249613499512
5,3,キーアップ,7543249615303438
5,1,キーダウン,7543249619351094
5,1,キーアップ,7543249621630794
5,2,キーダウン,7543249623282995
5,2,キーアップ,7543249625568083
5,1,キーダウン,7543249632576114
5,1,キーアップ,7543249635306979
5,5,キーダウン,7543249637695776
5,5,キーアップ,7543249639079304
6,6,キーダウン,7543249659497109
6,6,キーアップ,7543249661104245
6,3,キーダウン,7543249663665248
6,3,キーアップ,7543249665304697
6,1,キーダウン,7543249666968689
6,1,キーアップ,7543249668547651
6,2,キーダウン,7543249669708685
6,2,キーアップ,7543249671672831
6,1,キーダウン,7543249672929240
6,1,キーアップ,7543249674870690
6,5,キーダウン,7543249677889129
6,5,キーアップ,7543249678993532
7,6,キーダウン,7543249688896757
7,6,キーアップ,7543249690148476
7,3,キーダウン,7543249695763949
7,3,キーアップ,7543249697507433
7,1,キーダウン,7543249699192917
7,1,キーアップ,7543249700942646
7,2,キーダウン,7543249702673638
7,2,キーアップ,7543249704767519
7,1,キーダウン,7543249707754541
7,1,キーアップ,7543249709618490
7,5,キーダウン,7543249710007315
7,5,キーアップ,7543249711224093
8,6,キーダウン,7543249722943497
8,6,キーアップ,7543249724584150
8,3,キーダウン,7543249726983192
8,3,キーアップ,7543249728899332
8,1,キーダウン,7543249730322701
8,1,キーアップ,7543249732075509
8,2,キーダウン,7543249733409088
8,2,キーアップ,7543249735207522
8,1,キーダウン,7543249736688756
